drug,plate,cell_line,magnitude,log1p_magnitude
Naproxen,7,MIA PaCa-2,1.0003684,0.69333136
Nevirapine,7,MIA PaCa-2,1.6922656,0.9903831
Niclosamide (olamine),7,MIA PaCa-2,1.6442009,0.9723689
Orlistat,7,MIA PaCa-2,2.8443835,1.3466133
Pemetrexed,7,MIA PaCa-2,2.675432,1.3016707
Penfluridol,7,MIA PaCa-2,1.0714536,0.72825056
Peretinoin,7,MIA PaCa-2,5.4076834,1.8574978
Pexidartinib (hydrochloride),7,MIA PaCa-2,7.6690087,2.1597545
Phenytoin (sodium),7,MIA PaCa-2,3.3810754,1.4772942
Pitavastatin (Calcium),7,MIA PaCa-2,4.5691905,1.7172498
Posaconazole,7,MIA PaCa-2,2.5302172,1.2613595
Pravastatin (sodium),7,MIA PaCa-2,3.1740365,1.4288836
Procainamide (hydrochloride),7,MIA PaCa-2,2.8116593,1.3380647
Quinidine (15% dihydroquinidine),7,MIA PaCa-2,3.0065641,1.3879341
Rifaximin,7,MIA PaCa-2,0.7422765,0.5551926
Rosiglitazone,7,MIA PaCa-2,1.9571232,1.0842168
Roxadustat,7,MIA PaCa-2,1.4758502,0.90658385
Rucaparib (phosphate),7,MIA PaCa-2,3.0069513,1.3880306
Rutin (trihydrate),7,MIA PaCa-2,7.0499787,2.0856695
Sacubitril/Valsartan,7,MIA PaCa-2,2.9603188,1.3763245
Sildenafil,7,MIA PaCa-2,2.8250883,1.3415816
Silodosin,7,MIA PaCa-2,1.9763656,1.090703
Simotinib,7,MIA PaCa-2,1.1358202,0.7588507
Sivelestat (sodium tetrahydrate),7,MIA PaCa-2,1.3604667,0.85885936
Sulfatinib,7,MIA PaCa-2,2.868072,1.3527561
Tadalafil,7,MIA PaCa-2,3.5868535,1.5231943
Tetracycline (hydrochloride),7,MIA PaCa-2,0.5253213,0.4222051
Thymopentin,7,MIA PaCa-2,1.866678,1.0531539
Tirabrutinib,7,MIA PaCa-2,7.922796,2.1886094
Tolmetin,7,MIA PaCa-2,0.70521027,0.5336884
Topotecan (hydrochloride),7,MIA PaCa-2,2.3638766,1.213094
Trametinib (DMSO_TF solvate),7,MIA PaCa-2,2.0064669,1.1007656
Tranilast,7,MIA PaCa-2,1.1185832,0.75074756
Verapamil,7,MIA PaCa-2,2.2853763,1.1894813
Verteporfin,7,MIA PaCa-2,4.878316,1.7712703
crizotinib,7,MIA PaCa-2,3.6460462,1.5360166
(S)-Crizotinib,7,NCI-H1573,10.893858,2.4760222
Adagrasib,7,NCI-H1573,3.0081027,1.388318
Afatinib,7,NCI-H1573,1.9909322,1.0955851
Almonertinib (mesylate),7,NCI-H1573,7.080743,2.0894837
Altretamine,7,NCI-H1573,4.7871594,1.7556416
Apalutamide,7,NCI-H1573,2.002798,1.0995445
Arbutin,7,NCI-H1573,4.0745645,1.6242406
Belumosudil,7,NCI-H1573,5.657221,1.8957021
Bendamustine,7,NCI-H1573,6.1505146,1.9671843
Benproperine (phosphate),7,NCI-H1573,7.8841367,2.1842673
Berbamine (dihydrochloride),7,NCI-H1573,4.626893,1.7275574
Bestatin,7,NCI-H1573,3.6531096,1.5375357
Betamethasone dipropionate,7,NCI-H1573,4.7692094,1.7525351
Bisoprolol (hemifumarate),7,NCI-H1573,9.029416,2.3055224
Bosentan (hydrate),7,NCI-H1573,5.345238,1.8477046
Canagliflozin,7,NCI-H1573,4.8162155,1.7606498
Cilostazol,7,NCI-H1573,9.122323,2.3147433
Clofarabine,7,NCI-H1573,5.5493197,1.8793612
Cobimetinib,7,NCI-H1573,0.7324569,0.5495406
Cytarabine,7,NCI-H1573,4.129841,1.6350746
Cytarabine (hydrochloride),7,NCI-H1573,4.747409,1.7487491
Daidzin,7,NCI-H1573,1.6538558,0.9760136
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",7,NCI-H1573,5.0471535,1.7995877
Decitabine,7,NCI-H1573,3.9811842,1.6056677
Dexmedetomidine,7,NCI-H1573,4.2230167,1.6530752
Dimethyl fumarate,7,NCI-H1573,2.989875,1.38376
Dinaciclib,7,NCI-H1573,20.069279,3.047816
Diphenhydramine,7,NCI-H1573,12.9747925,2.6372552
Docetaxel (Trihydrate),7,NCI-H1573,0.77948946,0.5763265
Dorzolamide (hydrochloride),7,NCI-H1573,2.604657,1.2822266
Doxorubicin (hydrochloride),7,NCI-H1573,5.0358663,1.7977194
Doxycycline (monohydrate),7,NCI-H1573,7.291515,2.1152327
Entecavir (monohydrate),7,NCI-H1573,4.487981,1.7025604
Epirubicin (hydrochloride),7,NCI-H1573,3.1387465,1.420393
Eplerenone,7,NCI-H1573,4.1289525,1.6349014
Erlotinib,7,NCI-H1573,10.961221,2.48167
Fenofibrate,7,NCI-H1573,10.785958,2.466909
Ferulic acid,7,NCI-H1573,9.760918,2.3759208
Finasteride,7,NCI-H1573,8.487212,2.2499447
Flumatinib (mesylate),7,NCI-H1573,7.116452,2.093893
Fluvoxamine,7,NCI-H1573,9.882887,2.3871915
Fumaric acid,7,NCI-H1573,4.4987245,1.7045162
Glycyrrhizic acid,7,NCI-H1573,7.2103724,2.1053982
Harringtonine,7,NCI-H1573,6.953996,2.0736744
Hesperidin,7,NCI-H1573,4.9004292,1.7750251
Hydroxyurea,7,NCI-H1573,6.9018936,2.0671024
Imiquimod (maleate),7,NCI-H1573,2.3747878,1.2163324
Irinotecan (hydrochloride),7,NCI-H1573,3.007241,1.388103
Levobupivacaine (hydrochloride),7,NCI-H1573,3.2798908,1.4539275
Ligustrazine,7,NCI-H1573,6.0216074,1.9489921
Lucanthone,7,NCI-H1573,7.1456523,2.0974844
Macitentan,7,NCI-H1573,2.121962,1.1384617
Mebendazole,7,NCI-H1573,8.154944,2.2142942
Menadione,7,NCI-H1573,4.4531245,1.6961887
Mifepristone,7,NCI-H1573,2.2610285,1.1820426
Monocrotaline,7,NCI-H1573,6.752817,2.0480564
Mozavaptan,7,NCI-H1573,4.3119025,1.66995
Naproxen,7,NCI-H1573,2.4356372,1.2342024
Nevirapine,7,NCI-H1573,4.1361265,1.6362991
Niclosamide (olamine),7,NCI-H1573,0.5606241,0.44508582
Orlistat,7,NCI-H1573,6.771093,2.0504107
Pemetrexed,7,NCI-H1573,6.216654,1.9763914
Penfluridol,7,NCI-H1573,3.4587634,1.4948715
Peretinoin,7,NCI-H1573,0.8758679,0.6290714
Pexidartinib (hydrochloride),7,NCI-H1573,12.53962,2.6056201
Phenytoin (sodium),7,NCI-H1573,7.8402123,2.1793108
Pitavastatin (Calcium),7,NCI-H1573,7.5514393,2.1460996
Posaconazole,7,NCI-H1573,5.087603,1.8062544
Pravastatin (sodium),7,NCI-H1573,5.797005,1.9164821
Procainamide (hydrochloride),7,NCI-H1573,7.225207,2.1072035
Quinidine (15% dihydroquinidine),7,NCI-H1573,6.3302913,1.9920152
Rifaximin,7,NCI-H1573,3.3033485,1.4593935
Rosiglitazone,7,NCI-H1573,5.757035,1.9105842
Roxadustat,7,NCI-H1573,4.310917,1.6697645
Rucaparib (phosphate),7,NCI-H1573,7.221925,2.1068044
Rutin (trihydrate),7,NCI-H1573,11.032781,2.4876347
Sacubitril/Valsartan,7,NCI-H1573,5.718807,1.9049107
Sildenafil,7,NCI-H1573,5.629218,1.8914869
Silodosin,7,NCI-H1573,6.1467137,1.9666526
Simotinib,7,NCI-H1573,6.2274795,1.9778904
Sivelestat (sodium tetrahydrate),7,NCI-H1573,0.9923211,0.6893003
Sulfatinib,7,NCI-H1573,5.703103,1.9025706
Tadalafil,7,NCI-H1573,6.479558,2.0121737
Tetracycline (hydrochloride),7,NCI-H1573,2.393492,1.2218595
Thymopentin,7,NCI-H1573,3.712412,1.5501999
Tirabrutinib,7,NCI-H1573,10.370706,2.4310403
Tolmetin,7,NCI-H1573,2.5167856,1.2575474
Topotecan (hydrochloride),7,NCI-H1573,1.0906416,0.737471
Trametinib (DMSO_TF solvate),7,NCI-H1573,6.478422,2.0120218
Tranilast,7,NCI-H1573,2.0430405,1.1128572
Verapamil,7,NCI-H1573,8.218051,2.2211635
Verteporfin,7,NCI-H1573,1.7245286,1.0022954
crizotinib,7,NCI-H1573,6.853418,2.0609488
(S)-Crizotinib,7,NCI-H1792,10.556261,2.4472275
Adagrasib,7,NCI-H1792,0.8185409,0.59803444
Afatinib,7,NCI-H1792,2.363221,1.2128991
Almonertinib (mesylate),7,NCI-H1792,6.4024825,2.0018153
Altretamine,7,NCI-H1792,5.536595,1.8774164
Apalutamide,7,NCI-H1792,2.3571284,1.2110859
Arbutin,7,NCI-H1792,3.4578464,1.4946657
Belumosudil,7,NCI-H1792,5.3920293,1.8550518
Bendamustine,7,NCI-H1792,6.1643405,1.969116
Benproperine (phosphate),7,NCI-H1792,10.013592,2.39913
Berbamine (dihydrochloride),7,NCI-H1792,4.730308,1.7457693
Bestatin,7,NCI-H1792,4.3419056,1.6755824
Betamethasone dipropionate,7,NCI-H1792,1.2912607,0.8291022
Bisoprolol (hemifumarate),7,NCI-H1792,4.2373548,1.6558166
Bosentan (hydrate),7,NCI-H1792,4.019993,1.6134285
Canagliflozin,7,NCI-H1792,2.2369223,1.174623
Cilostazol,7,NCI-H1792,8.134518,2.2120605
Clofarabine,7,NCI-H1792,4.954724,1.7841848
Cobimetinib,7,NCI-H1792,1.2049468,0.79070336
Cytarabine,7,NCI-H1792,6.132965,1.964727
Cytarabine (hydrochloride),7,NCI-H1792,5.95951,1.940109
Daidzin,7,NCI-H1792,4.907617,1.7762425
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",7,NCI-H1792,2.837549,1.3448339
Decitabine,7,NCI-H1792,1.7875353,1.0251578
Dexmedetomidine,7,NCI-H1792,3.0661125,1.4026874
Dimethyl fumarate,7,NCI-H1792,3.1617289,1.4259306
Dinaciclib,7,NCI-H1792,19.115993,3.0015152
Diphenhydramine,7,NCI-H1792,13.670838,2.6858618
Docetaxel (Trihydrate),7,NCI-H1792,0.8390253,0.6092357
Dorzolamide (hydrochloride),7,NCI-H1792,2.5074902,1.2549007
Doxorubicin (hydrochloride),7,NCI-H1792,4.5041933,1.7055103
Doxycycline (monohydrate),7,NCI-H1792,6.21055,1.9755452
Entecavir (monohydrate),7,NCI-H1792,4.9046807,1.7757454
Epirubicin (hydrochloride),7,NCI-H1792,2.8341858,1.3439571
Eplerenone,7,NCI-H1792,3.6219661,1.5308201
Erlotinib,7,NCI-H1792,10.87723,2.4746232
Fenofibrate,7,NCI-H1792,10.492938,2.441733
Ferulic acid,7,NCI-H1792,6.358351,1.9958359
Finasteride,7,NCI-H1792,6.748598,2.047512
Flumatinib (mesylate),7,NCI-H1792,5.361778,1.8503078
Fluvoxamine,7,NCI-H1792,7.8395195,2.1792326
Fumaric acid,7,NCI-H1792,4.9019346,1.7752802
Glycyrrhizic acid,7,NCI-H1792,1.6068568,0.9581452
Harringtonine,7,NCI-H1792,1.9819102,1.0925641
Hesperidin,7,NCI-H1792,3.3078773,1.4604453
Hydroxyurea,7,NCI-H1792,4.4097714,1.6882069
Imiquimod (maleate),7,NCI-H1792,3.425914,1.4874768
Irinotecan (hydrochloride),7,NCI-H1792,4.13424,1.6359318
Levobupivacaine (hydrochloride),7,NCI-H1792,5.7550664,1.9102929
Ligustrazine,7,NCI-H1792,4.6349974,1.7289968
Lucanthone,7,NCI-H1792,9.915091,2.3901463
Macitentan,7,NCI-H1792,2.348372,1.2084743
Mebendazole,7,NCI-H1792,5.8731422,1.9276214
Menadione,7,NCI-H1792,3.4239278,1.4870279
Mifepristone,7,NCI-H1792,2.2902467,1.1909626
Monocrotaline,7,NCI-H1792,3.3861766,1.4784579
Mozavaptan,7,NCI-H1792,2.9089391,1.363266
Naproxen,7,NCI-H1792,1.1168935,0.7499497
Nevirapine,7,NCI-H1792,4.2179775,1.6521099
Niclosamide (olamine),7,NCI-H1792,0.7266795,0.5462002
Orlistat,7,NCI-H1792,6.834208,2.0584998
Pemetrexed,7,NCI-H1792,4.886596,1.7726779
Penfluridol,7,NCI-H1792,4.0214357,1.6137159
Peretinoin,7,NCI-H1792,0.8694416,0.6256398
Pexidartinib (hydrochloride),7,NCI-H1792,10.879012,2.4747732
Phenytoin (sodium),7,NCI-H1792,6.1092563,1.9613976
Pitavastatin (Calcium),7,NCI-H1792,5.4026756,1.8567159
Posaconazole,7,NCI-H1792,4.340855,1.6753857
Pravastatin (sodium),7,NCI-H1792,4.4509373,1.6957875
Procainamide (hydrochloride),7,NCI-H1792,7.4690766,2.1364214
Quinidine (15% dihydroquinidine),7,NCI-H1792,7.294078,2.1155417
Rifaximin,7,NCI-H1792,3.4625597,1.4957225
Rosiglitazone,7,NCI-H1792,6.1871357,1.9722927
Roxadustat,7,NCI-H1792,2.5827131,1.2761204
Rucaparib (phosphate),7,NCI-H1792,6.4545355,2.0088227
Rutin (trihydrate),7,NCI-H1792,11.831315,2.5518887
Sacubitril/Valsartan,7,NCI-H1792,6.1898627,1.9726721
Sildenafil,7,NCI-H1792,5.979007,1.9429066
Silodosin,7,NCI-H1792,4.182075,1.6452055
Simotinib,7,NCI-H1792,4.3969016,1.685825
Sivelestat (sodium tetrahydrate),7,NCI-H1792,1.5073203,0.91921455
Sulfatinib,7,NCI-H1792,4.742087,1.7478228
Tadalafil,7,NCI-H1792,5.829089,1.9211913
Tetracycline (hydrochloride),7,NCI-H1792,3.9808905,1.6056087
Thymopentin,7,NCI-H1792,4.299459,1.6676047
Tirabrutinib,7,NCI-H1792,11.489089,2.5248554
Tolmetin,7,NCI-H1792,2.5458653,1.2657822
Topotecan (hydrochloride),7,NCI-H1792,2.1571066,1.1496559
Trametinib (DMSO_TF solvate),7,NCI-H1792,7.523968,2.1428819
Tranilast,7,NCI-H1792,2.8608582,1.3508894
Verapamil,7,NCI-H1792,6.6165733,2.0303266
Verteporfin,7,NCI-H1792,1.2860812,0.8268391
crizotinib,7,NCI-H1792,6.7688937,2.0501277
(S)-Crizotinib,7,NCI-H2030,6.8579855,2.0615304
Adagrasib,7,NCI-H2030,0.57071245,0.45152932
Afatinib,7,NCI-H2030,2.1082509,1.1340601
Almonertinib (mesylate),7,NCI-H2030,7.7711062,2.171463
Altretamine,7,NCI-H2030,5.182348,1.8216981
Apalutamide,7,NCI-H2030,1.690653,0.9897839
Arbutin,7,NCI-H2030,2.2670138,1.1838764
Belumosudil,7,NCI-H2030,3.3161163,1.462356
Bendamustine,7,NCI-H2030,4.802197,1.7582366
Benproperine (phosphate),7,NCI-H2030,6.6951213,2.0405865
Berbamine (dihydrochloride),7,NCI-H2030,5.028715,1.796534
Bestatin,7,NCI-H2030,1.2936684,0.83015245
Betamethasone dipropionate,7,NCI-H2030,3.8132231,1.5713669
Bisoprolol (hemifumarate),7,NCI-H2030,1.5128396,0.9214134
Bosentan (hydrate),7,NCI-H2030,2.4256773,1.2312992
Canagliflozin,7,NCI-H2030,1.47649,0.90684223
Cilostazol,7,NCI-H2030,4.052654,1.6199136
Clofarabine,7,NCI-H2030,3.5190237,1.508296
Cobimetinib,7,NCI-H2030,1.4151763,0.8817723
Cytarabine,7,NCI-H2030,5.725965,1.9059755
Cytarabine (hydrochloride),7,NCI-H2030,5.922167,1.9347289
Daidzin,7,NCI-H2030,3.2117958,1.4378891
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",7,NCI-H2030,1.1647058,0.77228445
Decitabine,7,NCI-H2030,1.22733,0.80080354
Dexmedetomidine,7,NCI-H2030,0.84291613,0.61134917
Dimethyl fumarate,7,NCI-H2030,2.885206,1.357176
Dinaciclib,7,NCI-H2030,22.355627,3.150838
Diphenhydramine,7,NCI-H2030,12.484692,2.601555
Docetaxel (Trihydrate),7,NCI-H2030,0.5393088,0.43133348
Dorzolamide (hydrochloride),7,NCI-H2030,1.0749315,0.72992814
Doxorubicin (hydrochloride),7,NCI-H2030,0.4897722,0.39862323
Doxycycline (monohydrate),7,NCI-H2030,6.2444487,1.9802355
Entecavir (monohydrate),7,NCI-H2030,4.1542883,1.639829
Epirubicin (hydrochloride),7,NCI-H2030,4.003008,1.6100394
Eplerenone,7,NCI-H2030,1.8131773,1.0343146
Erlotinib,7,NCI-H2030,8.487177,2.249941
Fenofibrate,7,NCI-H2030,8.385524,2.2391684
Ferulic acid,7,NCI-H2030,3.8016398,1.5689574
Finasteride,7,NCI-H2030,4.286945,1.6652405
Flumatinib (mesylate),7,NCI-H2030,4.1362066,1.6363149
Fluvoxamine,7,NCI-H2030,8.200761,2.2192862
Fumaric acid,7,NCI-H2030,3.4290266,1.4881798
Glycyrrhizic acid,7,NCI-H2030,1.941679,1.0789804
Harringtonine,7,NCI-H2030,4.1966505,1.6480143
Hesperidin,7,NCI-H2030,3.491809,1.5022554
Hydroxyurea,7,NCI-H2030,2.692786,1.3063812
Imiquimod (maleate),7,NCI-H2030,2.0097203,1.1018472
Irinotecan (hydrochloride),7,NCI-H2030,6.4606233,2.009639
Levobupivacaine (hydrochloride),7,NCI-H2030,3.7267883,1.553246
Ligustrazine,7,NCI-H2030,4.567152,1.7168837
Lucanthone,7,NCI-H2030,9.171878,2.3196268
Macitentan,7,NCI-H2030,0.3742563,0.31791273
Mebendazole,7,NCI-H2030,4.268141,1.6616775
Menadione,7,NCI-H2030,1.3172519,0.840382
Mifepristone,7,NCI-H2030,0.4192966,0.3501614
Monocrotaline,7,NCI-H2030,1.7710505,1.0192266
Mozavaptan,7,NCI-H2030,1.3729038,0.86411446
Naproxen,7,NCI-H2030,1.6865003,0.98823935
Nevirapine,7,NCI-H2030,2.0772657,1.1240414
Niclosamide (olamine),7,NCI-H2030,0.5052586,0.40896472
Orlistat,7,NCI-H2030,2.7241554,1.3148401
Pemetrexed,7,NCI-H2030,4.11509,1.632195
Penfluridol,7,NCI-H2030,1.0058649,0.6960753
Peretinoin,7,NCI-H2030,3.48894,1.5016166
Pexidartinib (hydrochloride),7,NCI-H2030,7.830361,2.178196
Phenytoin (sodium),7,NCI-H2030,2.7426658,1.3197981
Pitavastatin (Calcium),7,NCI-H2030,4.2867293,1.6651998
Posaconazole,7,NCI-H2030,3.2693827,1.4514693
Pravastatin (sodium),7,NCI-H2030,4.971367,1.7869759
Procainamide (hydrochloride),7,NCI-H2030,6.9516873,2.073384
Quinidine (15% dihydroquinidine),7,NCI-H2030,5.0747375,1.8041388
Rifaximin,7,NCI-H2030,1.521458,0.92483735
Rosiglitazone,7,NCI-H2030,3.1958358,1.4340925
Roxadustat,7,NCI-H2030,1.5891627,0.95133454
Rucaparib (phosphate),7,NCI-H2030,4.152447,1.6394718
Rutin (trihydrate),7,NCI-H2030,9.737396,2.3737326
Sacubitril/Valsartan,7,NCI-H2030,3.8412583,1.5771747
Sildenafil,7,NCI-H2030,5.518701,1.8746752
Silodosin,7,NCI-H2030,2.2360523,1.1743542
Simotinib,7,NCI-H2030,2.6065912,1.282763
Sivelestat (sodium tetrahydrate),7,NCI-H2030,1.6148382,0.96120226
Sulfatinib,7,NCI-H2030,4.9260397,1.7793561
Tadalafil,7,NCI-H2030,4.3231816,1.6720712
Tetracycline (hydrochloride),7,NCI-H2030,1.638791,0.9703208
Thymopentin,7,NCI-H2030,2.2214212,1.1698227
Tirabrutinib,7,NCI-H2030,11.375551,2.5157228
Tolmetin,7,NCI-H2030,2.6317437,1.2897129
Topotecan (hydrochloride),7,NCI-H2030,1.2532655,0.8123805
Trametinib (DMSO_TF solvate),7,NCI-H2030,5.3470397,1.8479885
Tranilast,7,NCI-H2030,1.4777348,0.90734476
Verapamil,7,NCI-H2030,4.4897614,1.7028848
Verteporfin,7,NCI-H2030,2.2744362,1.1861457
crizotinib,7,NCI-H2030,4.1854115,1.6458492
(S)-Crizotinib,7,NCI-H23,5.9013824,1.9317217
Adagrasib,7,NCI-H23,3.1365936,1.4198726
Afatinib,7,NCI-H23,0.19874251,0.1812731
Almonertinib (mesylate),7,NCI-H23,3.1720228,1.428401
Altretamine,7,NCI-H23,2.8916302,1.3588282
Apalutamide,7,NCI-H23,1.0290802,0.7075826
Arbutin,7,NCI-H23,1.6584779,0.97775376
Belumosudil,7,NCI-H23,2.4762788,1.2459624
Bendamustine,7,NCI-H23,2.2551057,1.1802248
Benproperine (phosphate),7,NCI-H23,4.634364,1.7288842
Berbamine (dihydrochloride),7,NCI-H23,1.9754138,1.090383
Bestatin,7,NCI-H23,1.2599173,0.8153282
Betamethasone dipropionate,7,NCI-H23,2.0301776,1.1086212
Bisoprolol (hemifumarate),7,NCI-H23,1.6032611,0.95676494
Bosentan (hydrate),7,NCI-H23,1.3452033,0.85237205
Canagliflozin,7,NCI-H23,0.83526367,0.60718817
Cilostazol,7,NCI-H23,4.986903,1.7895743
Clofarabine,7,NCI-H23,2.2490213,1.1783538
Cobimetinib,7,NCI-H23,3.9154508,1.5923835
Cytarabine,7,NCI-H23,1.6859901,0.9880494
Cytarabine (hydrochloride),7,NCI-H23,2.4467468,1.2374308
Daidzin,7,NCI-H23,2.034789,1.110142
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",7,NCI-H23,0.81395847,0.59551144
Decitabine,7,NCI-H23,1.228744,0.8014382
Dexmedetomidine,7,NCI-H23,0.45734072,0.37661335
Dimethyl fumarate,7,NCI-H23,2.0039046,1.099913
Diphenhydramine,7,NCI-H23,8.678401,2.2698967
Docetaxel (Trihydrate),7,NCI-H23,0.7087345,0.535753
Dorzolamide (hydrochloride),7,NCI-H23,1.2373223,0.80527973
Doxorubicin (hydrochloride),7,NCI-H23,0.70591563,0.53410196
Doxycycline (monohydrate),7,NCI-H23,3.1986048,1.4347522
Entecavir (monohydrate),7,NCI-H23,1.7679046,1.0180906
Epirubicin (hydrochloride),7,NCI-H23,2.33842,1.2054976
Eplerenone,7,NCI-H23,1.6199172,0.9631427
Erlotinib,7,NCI-H23,6.1023808,1.96043
Fenofibrate,7,NCI-H23,6.2679605,1.9834757
Ferulic acid,7,NCI-H23,3.751579,1.558477
Finasteride,7,NCI-H23,3.1461372,1.4221771
Flumatinib (mesylate),7,NCI-H23,2.8897424,1.3583429
Fluvoxamine,7,NCI-H23,4.7451324,1.748353
Fumaric acid,7,NCI-H23,2.3042054,1.195196
Glycyrrhizic acid,7,NCI-H23,2.0931952,1.1292046
Harringtonine,7,NCI-H23,3.0328217,1.3944663
Hesperidin,7,NCI-H23,0.654288,0.5033707
Hydroxyurea,7,NCI-H23,1.9697059,1.088463
Imiquimod (maleate),7,NCI-H23,1.8552272,1.0491514
Irinotecan (hydrochloride),7,NCI-H23,3.4780722,1.4991926
Levobupivacaine (hydrochloride),7,NCI-H23,1.60098,0.9558883
Ligustrazine,7,NCI-H23,2.3727937,1.2157414
Lucanthone,7,NCI-H23,5.2533503,1.8331174
Macitentan,7,NCI-H23,0.46053454,0.37880248
Mebendazole,7,NCI-H23,2.8678725,1.3527046
Menadione,7,NCI-H23,1.5467709,0.93482625
Mifepristone,7,NCI-H23,1.3745664,0.8648149
Monocrotaline,7,NCI-H23,1.4297885,0.8878042
Mozavaptan,7,NCI-H23,1.2037764,0.7901724
Naproxen,7,NCI-H23,0.8298221,0.6042188
Nevirapine,7,NCI-H23,1.8891013,1.0609455
Niclosamide (olamine),7,NCI-H23,0.6558569,0.50431865
Orlistat,7,NCI-H23,2.112283,1.1353565
Pemetrexed,7,NCI-H23,2.7318835,1.3169131
Penfluridol,7,NCI-H23,0.8021062,0.5889561
Peretinoin,7,NCI-H23,3.8987343,1.5889769
Pexidartinib (hydrochloride),7,NCI-H23,6.278663,1.9849472
Phenytoin (sodium),7,NCI-H23,2.8040273,1.3360603
Pitavastatin (Calcium),7,NCI-H23,4.27682,1.6633236
Posaconazole,7,NCI-H23,1.3992374,0.8751509
Pravastatin (sodium),7,NCI-H23,3.0671601,1.402945
Procainamide (hydrochloride),7,NCI-H23,3.1543996,1.4241679
Quinidine (15% dihydroquinidine),7,NCI-H23,2.78495,1.3310326
Rifaximin,7,NCI-H23,1.1142172,0.7486846
Rosiglitazone,7,NCI-H23,1.983808,1.0932003
Roxadustat,7,NCI-H23,0.8778487,0.63012683
Rucaparib (phosphate),7,NCI-H23,2.8695974,1.3531505
Rutin (trihydrate),7,NCI-H23,6.913423,2.0685604
Sacubitril/Valsartan,7,NCI-H23,1.9598871,1.0851512
Sildenafil,7,NCI-H23,2.3446558,1.2073637
Silodosin,7,NCI-H23,1.2530304,0.8122762
Simotinib,7,NCI-H23,0.6279495,0.48732123
Sivelestat (sodium tetrahydrate),7,NCI-H23,0.7505551,0.55993295
Sulfatinib,7,NCI-H23,2.2147117,1.1677377
Tadalafil,7,NCI-H23,2.8065763,1.3367301
Tetracycline (hydrochloride),7,NCI-H23,1.5654287,0.9421256
Thymopentin,7,NCI-H23,1.9460579,1.0804679
Tirabrutinib,7,NCI-H23,6.3853703,1.999501
Tolmetin,7,NCI-H23,1.5668093,0.9426636
Topotecan (hydrochloride),7,NCI-H23,1.1398754,0.7607476
Trametinib (DMSO_TF solvate),7,NCI-H23,2.209409,1.1660868
Tranilast,7,NCI-H23,1.2816346,0.8248921
Verapamil,7,NCI-H23,2.1350286,1.1426383
Verteporfin,7,NCI-H23,2.6095052,1.2835706
crizotinib,7,NCI-H23,2.884046,1.3568774
(S)-Crizotinib,7,NCI-H2347,4.0187445,1.6131798
Adagrasib,7,NCI-H2347,2.356631,1.2109377
Afatinib,7,NCI-H2347,2.924791,1.3673131
Almonertinib (mesylate),7,NCI-H2347,6.547189,2.0211751
Altretamine,7,NCI-H2347,5.43565,1.8618529
Apalutamide,7,NCI-H2347,1.2637037,0.8170023
Arbutin,7,NCI-H2347,3.8047757,1.5696104
Belumosudil,7,NCI-H2347,1.6127013,0.96038467
Bendamustine,7,NCI-H2347,3.56107,1.5175573
Benproperine (phosphate),7,NCI-H2347,5.394635,1.8554595
Berbamine (dihydrochloride),7,NCI-H2347,4.3484964,1.6768155
Bestatin,7,NCI-H2347,2.7171192,1.312949
Betamethasone dipropionate,7,NCI-H2347,0.83882356,0.609126
Bisoprolol (hemifumarate),7,NCI-H2347,3.7698226,1.5623091
Bosentan (hydrate),7,NCI-H2347,1.33716,0.8489365
Canagliflozin,7,NCI-H2347,0.92994595,0.657492
Cilostazol,7,NCI-H2347,4.2405424,1.656425
Clofarabine,7,NCI-H2347,2.0228262,1.1061922
Cobimetinib,7,NCI-H2347,2.1456296,1.1460141
Cytarabine,7,NCI-H2347,5.556573,1.880468
Cytarabine (hydrochloride),7,NCI-H2347,5.925153,1.9351602
Daidzin,7,NCI-H2347,4.2847204,1.6648197
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",7,NCI-H2347,0.7835644,0.5786138
Decitabine,7,NCI-H2347,1.2548875,0.8131001
Dexmedetomidine,7,NCI-H2347,1.1052307,0.74442506
Dimethyl fumarate,7,NCI-H2347,3.9791055,1.6052502
Dinaciclib,7,NCI-H2347,22.219797,3.1450052
Diphenhydramine,7,NCI-H2347,11.384935,2.516481
Docetaxel (Trihydrate),7,NCI-H2347,1.7010715,0.9936485
Dorzolamide (hydrochloride),7,NCI-H2347,1.2877574,0.82757205
Doxorubicin (hydrochloride),7,NCI-H2347,0.6836021,0.5209356
Doxycycline (monohydrate),7,NCI-H2347,2.8027933,1.3357359
Entecavir (monohydrate),7,NCI-H2347,5.2477403,1.8322198
Epirubicin (hydrochloride),7,NCI-H2347,3.381582,1.4774098
Eplerenone,7,NCI-H2347,2.4995096,1.2526228
Erlotinib,7,NCI-H2347,5.574882,1.8832567
Fenofibrate,7,NCI-H2347,7.6776147,2.1607466
Ferulic acid,7,NCI-H2347,4.037067,1.6168239
Finasteride,7,NCI-H2347,3.1441503,1.4216977
Flumatinib (mesylate),7,NCI-H2347,2.7785687,1.3293453
Fluvoxamine,7,NCI-H2347,5.181084,1.8214936
Fumaric acid,7,NCI-H2347,5.450473,1.8641534
